exe_sha256,sym_sha256,segment,segment_name,offset,name,kind,ownership,confidence 
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21692,_mem_malloc,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21706,_mem_free,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21722,_mem_Alloc,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21802,_mem_Realloc,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21888,_mem_Free,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21902,_mem_Lock,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21916,_mem_Unlock,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21930,_mem_Size,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21954,_mem_MakeDiscardable,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,21974,_mem_SetType,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22052,_mem_Age,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22060,_mem_Freshen,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22074,_mem_Freed,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22112,_mem_Type,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22138,_mem_MemoryFree,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22146,_mem_DebugDump,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22148,_ralloc_CompressMemory,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22158,_RallocInfo,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22184,_RallocFindMem,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22514,_Ralloc,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22674,_RallocRealloc,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22838,_RallocFree,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22892,_RallocAge,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22910,_RallocFreshen,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22932,_RallocSetType,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22948,_RallocType,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22960,_RallocSize,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22976,_RallocMemoryFree,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22984,_RallocMemorySoft,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,22988,_RallocFreed,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,23012,_MakeBalloon,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,24112,_ConvertMonoMaskToTandy,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,24334,_ConvertMonoMaskToColor,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,24714,_font_CharWidth,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,24750,_font_FontHeight,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,24782,_font_StringWidth,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,24860,_font_SetFont,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,24940,_font_InitFonts,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,25110,_font_PrintStr,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,25276,_WinPrintf,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,25378,_DebugWinPrintf,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,25480,_printf,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,25524,_SetDebugFlag,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,25532,_hanim_PrintSet,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,25546,__hanim_FindObject,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,25616,_hanim_AddAnimObject,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,26266,_hanim_RemoveAnimObject,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,26526,_hanim_RemoveAllAnimObjects,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,26636,_hanim_ActuallyRemoveAnimObjects,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,26884,_hanim_HideObject,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,27064,_hanim_ShowObject,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,27244,_hanim_SetObjectPos,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,28218,_hanim_MakeAnimSet,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,28330,_hanim_RemoveAnimSet,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,28476,_hanim_RenderAnimSet,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,29664,_gr_GetFromBuf,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,30006,_gr_PutToBuf,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,30348,_UncompressDACInstrument,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,30482,_IsMMMidiAvail,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,30524,_IsMMWaveAvail,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,30566,_CheckMMWave,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,30734,_IsDLLAvail,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,31034,_snd_Install,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,31838,_snd_Deinstall,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,32446,_snd_IsSongDone,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,32490,_musSoundBlasterClose,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,32590,_vocSoundBlasterClose,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,32690,_vocMciClose,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,32812,_SoundBlasterMessage,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,33108,_MciMessage,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,33404,_MusicInit,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,33418,_SysBeep,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,33426,_myBeginSoundList,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,33428,_StopSong,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,33700,_ExtractDWord,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,33782,_ExtractWord,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,33850,_ExtractVariableLen,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,34072,_Extract24BitVal,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,34190,_myBeginSong,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,38300,_MciOutWave,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,39088,_myBeginSound,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,41352,_mySoundIsDone,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,41356,_myBeginSoundReverse,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,41376,_mySongIsDone,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,41442,_MultiMediaSong,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,41494,_myServiceSong,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,41572,_myBeginSoundSection,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,2,GR_MODULE,41574,_Beep,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,0,_ZapEuMapAt,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,76,_InvalEuMap,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,244,_OverlayTileSet,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,472,_LoadTiles,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,2690,_ClearEditDeltaTables,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,2938,_ProcEditEvent,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,3170,_win_EditChanged,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,3628,_OpenEditWindow,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,3640,_MakeEditOpen,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,3664,_ForceUpdateEdit,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,3670,_DoEditUpdateDraw,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,3676,_ScrollEditArrays,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,4410,_ScrollEditWindow,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,4576,_UpdateEdit,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,5270,_UpdateEditWindow,SYMBOL_ONLY_START,GAME,PROBABLE
538fed3f0fd60a6528a5e5b20990361ac4d274c58266a81e71c24f751612589d,9d27f4d0872e483ddbf460bda8a2e34b7180f153c6d7c1a74d692720476c9a7f,3,ANTEDIT_MODULE,5276,_UpdateEditIfBufInvalid,SYMBOL_ONLY_START,GAME,PROBABLE
